	0
0	-1.6457558098195144
1	-2.2225825721196615
2	0.8415621898307896
3	2.247807594880166
4	-0.7349349828915368
5	0.8206189517822571
6	0.6748117014066779
7	-1.228606906223805
8	-0.22663491307053354
9	1.349002997637665
10	0.30174439057774893
11	0.736869733025867
12	-1.4276414062319533
13	2.0455245414590486
14	0.20472465044723748
15	-0.7854444947709164
16	0.21274912373149807
17	0.15749341685051008
18	0.14945037187981725
19	-1.1382943215444972
20	-0.6272619199826033
21	0.8052799464307631
22	0.9326582494695708
23	0.8300817427852922
24	0.7368801655437521
25	2.5878101595579475
26	0.31718980629379206
27	-1.9435625553920544
28	0.0698669935966328
29	0.0764776384815705
30	0.8326739065996418
31	-0.49493154898476815
32	-0.687457030200151
33	1.1736302701713486
34	-2.5226328925815706
35	0.19868663778223694
36	1.2961058129530771
37	-0.8152986206449173
38	-1.148627796242353
39	0.6317484370220225
40	0.09620496331101362
41	0.19519866822777576
42	-0.08266125491370642
43	0.48665809283213307
44	-1.3216622488731122
45	0.5322423906629054
46	0.34139722283327545
47	-0.4262959992634396
48	-0.7976596715558141
49	0.24872387437462834
50	-1.1259652191903127
51	0.5715608131702273
52	-0.051115537899085885
53	-0.4814928830955837
54	-0.08445660836118075
55	0.29276660148489847
56	1.026681580360481
57	-1.323663539601334
58	1.314295170649344
59	0.3229052936039478
60	1.4017695548151226
61	-0.20820202619086522
62	-0.8321944014378526
63	0.5380363393256096
64	-1.8625693200089621
65	-0.19135212304627527
66	-0.3166142215843648
67	-1.7127290756255198
68	-0.4872734952149496
69	-0.22595653323958925
70	0.0326684154487689
71	-0.4236135119513677
72	0.2058704246683385
73	0.07356833720385236
74	2.4348352205852697
75	-0.2508680858958528
76	-0.07751083740876157
77	0.5319030505361677
78	-0.06795066976201565
79	0.746248900169341
80	-0.4296754713062154
81	1.1938181819104015
82	-0.22374750253972447
83	0.3655126811484512
84	-1.9747262508727301
85	0.21515796554515504
86	0.5791943526722283
87	1.128945190844472
88	-0.08114671332982797
89	0.42831202342100716
90	1.5323773976884072
91	-0.13134507733434975
92	-1.4945796150341082
93	-1.55609102162414
94	1.2607055157598572
95	-0.6966742915148857
96	-1.363925069780773
97	-1.951417026104559
98	-0.7022523096674814
99	0.15391393653188548
100	-0.21158300443267583
101	0.5393349439097584
102	-0.5573507121687895
103	-0.7757696754734725
104	-0.4699263774391189
105	-0.4330743979880595
106	1.4697715652084877
107	0.6972070942024626
108	-0.7428028569526858
109	0.8953023536047181
110	0.452742826004989
111	0.4156009980571784
112	-1.6295901604604612
113	-0.9548932346458079
114	1.2588230276750647
115	0.36403424400331985
116	-1.655468016297455
117	1.5488048397234293
118	-0.7055238426524519
119	0.480689839760169
120	1.4300330984756224
121	1.2185703513195962
122	-1.1763665096414915
123	0.4929369698856497
124	-0.2912299546331454
125	-0.04864956349587979
126	1.257362130575725
127	-1.0672365889727629
128	-1.7485287039851416
129	-0.5288382831544112
130	-0.028333748369905338
131	0.896962021696262
132	-1.3521704140777548
133	-0.8029794668996741
134	1.8686483714462674
135	-1.4832317709899097
136	0.38943329215636213
137	1.1055930963947684
138	0.15818662857532556
139	0.023249237935101186
140	-1.1341856675124593
141	-1.2999107043292235
142	-0.9117578584702154
143	-0.25784614751283885
144	1.1079140232205533
145	0.34471091010715393
146	1.099374646887282
147	0.8652327775658747
148	-1.3962948486124223
149	0.14563118557823768
150	-0.9807600597945731
151	-1.3255518885734705
152	-1.263567562659102
153	1.4814110000869298
154	0.41998665700733856
155	1.431839821946006
156	0.8486784775106476
157	-1.1071386291442766
158	0.8644677309269294
159	-0.5170666956637876
160	-0.09217018503528263
161	-0.9431058765496719
162	-1.2629484997658034
163	0.9284542450152288
164	0.8557071593556511
165	0.04216281821724409
166	0.08558688558627525
167	2.84024058785833
168	-1.6980143575024762
169	1.2286293374094057
170	0.9178846246000427
171	-0.06009620494563995
172	0.9865410734165556
173	-0.6908925405820734
174	0.7835804360024259
175	-0.8979222755388806
176	0.28184773206198027
177	-1.397756861510001
178	-0.6140397918931976
179	-1.015655133316891
180	-0.7326271122102004
181	-1.3130573971567947
182	0.7958371600818709
183	-1.4787397003751828
184	-0.14548104155153863
185	0.7519067825703364
186	0.7540309378404243
187	-0.4347061476157314
188	-1.5618406990749731
189	0.07807924673028283
190	0.6940589934355723
191	-1.5453630994597878
192	0.06451037970028696
193	0.6629914440565113
194	-0.15731463490645947
195	0.15292926170577203
196	-1.2809788762340144
197	0.3677082451129984
198	0.7950669945132962
199	-0.5964020356693351
200	3.064061106476011
201	2.1319846077840485
202	0.5504384529235697
203	1.861830972836604
204	1.323240760688117
205	2.010733914921605
206	0.8357842131082649
207	-0.294264197341771
208	-0.5581220865036975
209	0.0613409299573701
210	-1.9614773137409196
211	-1.185233461275253
212	0.1540454054139879
213	-0.27389142854961723
214	0.9140787978789714
215	-0.7801155299828932
216	-0.38389467587716913
217	0.18941316485576443
218	0.6496708409274349
219	-0.20435211101704098
220	0.8229337807726569
221	0.8693089315188105
222	0.8234873675909183
223	0.03817194985619429
224	2.2683147902238487
225	-0.05802891397960489
226	-0.2677632233253073
227	-0.7658394821579197
228	1.1266350587786063
229	-1.5342362320018272
230	0.01655081475459033
231	-2.3631013019574985
232	1.07619908341848
233	0.3256166200513812
234	-0.9814077770043839
235	0.1945870619821633
236	-0.14486905861885666
237	-0.6589262933169496
238	0.16432692190499498
239	-3.4576767132348203
240	-1.192786946879861
241	0.25928646841899855
242	-0.17577182266915234
243	0.03417416460696385
244	-2.1259231819876665
245	-1.3870909460766583
246	-1.4643122850689423
247	-0.3833227962471927
248	0.43714545987272513
249	-0.27968701533500373
250	-0.5157308258397738
251	-0.2856298531836305
252	-0.3964132409586068
253	0.43790454131182327
254	2.0807974185091274
255	0.8031902924561031
256	0.5109671536944378
257	0.3598190009773586
258	-0.30640536464318974
259	2.411845734202154
260	0.42899089158677806
261	-1.76936311335935
262	1.794801953233966
263	-1.0748568411791544
264	1.6154470548628674
265	-0.2897855304697075
266	-1.0906809502317505
267	1.3583230568609541
268	1.1922339345073003
269	-0.05964719495778415
270	0.321372525881279
271	-2.4425396858556216
272	-0.6853589757577873
273	0.11877256399993737
274	-0.0036717333381376754
275	-1.3533715585257156
276	-0.767308600472342
277	-2.3446119056301935
278	-0.41609042663039564
279	-1.2190658954936533
280	-0.7920007191659866
281	0.6368866026103769
